flow_id,run_id,scenario,flow_key,src_ip,src_port,dst_ip,dst_port,protocol,start_ts,end_ts,duration,packet_count,byte_count,packets_per_second,bytes_per_second,min_packet_size,max_packet_size,mean_packet_size,std_packet_size,iat_mean,iat_std,iat_min,iat_max,iat_count,tcp_flags,tcp_syn_count,tcp_fin_count,tcp_rst_count,tcp_psh_count,tcp_ack_count,tcp_urg_count,dns_packet_count,dns_qname_len_mean,dns_qname_len_max,dns_qname_entropy_mean,dns_qname_entropy_max,dns_qtype_mode,tls_record_count,tls_version_mode,tls_content_type_mode,tls_record_len_mean,tls_record_len_max,tls_payload_entropy_mean,iat_cv,tcp_syn_ratio,tcp_flag_diversity,payload_bytes_total,payload_ratio,payload_entropy_mean,payload_entropy_max,direction
encrypted_anomaly__run_001__0003,run_001,encrypted_anomaly,10.0.0.160:40476->10.0.1.30:443/tcp,10.0.0.160,40476,10.0.1.30,443,tcp,1726135202.969639,1726135203.681991,0.712352,16,6817,22.460805,9569.706608,40,633,426.062500,177.947137,0.047490,0.025944,0.002962,0.098558,15,"A,F,P,S",1,1,0,14,15,0,0,0.000000,0,0.000000,0.000000,0,14,771,23,436.214286,588,7.474043,0.546307,0.062500,4,6177,0.906117,7.479075,7.682929,outbound
encrypted_anomaly__run_001__0004,run_001,encrypted_anomaly,10.0.0.224:44592->10.0.1.53:443/tcp,10.0.0.224,44592,10.0.1.53,443,tcp,1726135203.124333,1726135203.468040,0.343707,8,2352,23.275633,6843.036135,40,559,294.000000,200.478802,0.049101,0.034990,0.005889,0.097928,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,6,771,23,333.666667,514,7.150036,0.712604,0.125000,4,2032,0.863946,7.164277,7.602970,outbound
encrypted_anomaly__run_001__0005,run_001,encrypted_anomaly,10.0.0.81:26013->10.0.1.30:443/tcp,10.0.0.81,26013,10.0.1.30,443,tcp,1726135204.055883,1726135204.885054,0.829171,15,6173,18.090354,7444.783591,40,629,411.533333,178.803381,0.059227,0.032184,0.001304,0.099644,14,"A,F,P,S",1,1,0,13,14,0,0,0.000000,0,0.000000,0.000000,0,13,771,23,423.692308,584,7.456082,0.543404,0.066667,4,5573,0.902803,7.462956,7.650452,outbound
encrypted_anomaly__run_001__0006,run_001,encrypted_anomaly,10.0.0.211:30817->10.0.1.8:80/tcp,10.0.0.211,30817,10.0.1.8,80,tcp,1726135204.418123,1726135204.982548,0.564425,4,160,7.086858,283.474336,40,40,40.000000,0.000000,0.188142,0.073134,0.102017,0.280799,3,"A,F,P,S",1,1,0,2,3,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.388715,0.250000,4,0,0.000000,0.000000,0.000000,outbound
encrypted_anomaly__run_001__0007,run_001,encrypted_anomaly,10.0.0.112:40216->10.0.1.53:443/tcp,10.0.0.112,40216,10.0.1.53,443,tcp,1726135204.510299,1726135205.228340,0.718041,13,4505,18.104817,6274.015490,40,596,346.538462,198.195170,0.059837,0.026000,0.004904,0.093071,12,"A,F,P,S",1,1,0,11,12,0,0,0.000000,0,0.000000,0.000000,0,11,771,23,357.272727,551,7.222766,0.434512,0.076923,4,3985,0.884573,7.235274,7.627199,outbound
encrypted_anomaly__run_001__0008,run_001,encrypted_anomaly,10.0.0.240:21513->10.0.1.30:443/tcp,10.0.0.240,21513,10.0.1.30,443,tcp,1726135204.520169,1726135205.004390,0.484221,10,3681,20.651728,7601.901074,40,626,368.100000,206.725639,0.053802,0.025866,0.020108,0.098149,9,"A,F,P,S",1,1,0,8,9,0,0,0.000000,0,0.000000,0.000000,0,8,771,23,405.125000,581,7.380645,0.480761,0.100000,4,3281,0.891334,7.388384,7.677611,outbound
encrypted_anomaly__run_001__0009,run_001,encrypted_anomaly,10.0.0.198:30159->10.0.1.30:443/tcp,10.0.0.198,30159,10.0.1.30,443,tcp,1726135204.697367,1726135205.269423,0.572056,12,4057,20.976965,7091.962342,40,608,338.083333,210.858744,0.052005,0.026855,0.016533,0.088488,11,"A,F,P,S",1,1,0,10,11,0,0,0.000000,0,0.000000,0.000000,0,10,771,23,352.700000,563,7.170207,0.516389,0.083333,4,3577,0.881686,7.183253,7.664453,outbound
encrypted_anomaly__run_001__0010,run_001,encrypted_anomaly,10.0.0.29:29037->10.0.1.30:443/tcp,10.0.0.29,29037,10.0.1.30,443,tcp,1726135204.914921,1726135205.375881,0.460960,8,1633,17.355088,3542.607415,40,516,204.125000,140.664883,0.065851,0.034914,0.008572,0.099433,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,6,771,23,213.833333,471,6.893420,0.530201,0.125000,4,1313,0.804042,6.902683,7.523026,outbound
encrypted_anomaly__run_001__0011,run_001,encrypted_anomaly,10.0.0.24:30026->10.0.1.231:53/udp,10.0.0.24,30026,10.0.1.231,53,udp,1726135205.022213,1726135205.221533,0.199320,4,180,20.068224,903.070087,39,55,45.000000,6.041523,0.066440,0.026604,0.032226,0.097101,3,,0,0,0,0,0,0,4,13.000000,23,2.620168,3.260828,1,0,0,0,0.000000,0,0.000000,0.400421,0.000000,0,68,0.377778,3.309322,3.736007,outbound
encrypted_anomaly__run_001__0012,run_001,encrypted_anomaly,10.0.0.238:20488->10.0.1.30:443/tcp,10.0.0.238,20488,10.0.1.30,443,tcp,1726135205.367799,1726135206.076864,0.709065,16,5164,22.564928,7282.830612,40,587,322.750000,155.283008,0.047271,0.029994,0.003525,0.090390,15,"A,F,P,S",1,1,0,14,15,0,0,0.000000,0,0.000000,0.000000,0,14,771,23,318.142857,542,7.230590,0.634501,0.062500,4,4524,0.876065,7.237804,7.652526,outbound
encrypted_anomaly__run_001__0013,run_001,encrypted_anomaly,10.0.0.27:11900->10.0.1.108:53/udp,10.0.0.27,11900,10.0.1.108,53,udp,1726135206.920812,1726135206.938820,0.018008,2,82,111.061789,4553.533357,41,41,41.000000,0.000000,0.018008,0.000000,0.018008,0.018008,1,,0,0,0,0,0,0,2,9.000000,9,2.807355,2.807355,1,0,0,0,0.000000,0,0.000000,0.000000,0.000000,0,26,0.317073,3.180833,3.180833,outbound
encrypted_anomaly__run_001__0014,run_001,encrypted_anomaly,10.0.0.238:12235->10.0.1.30:443/tcp,10.0.0.238,12235,10.0.1.30,443,tcp,1726135207.446674,1726135207.817517,0.370843,9,3042,24.269035,8202.933706,40,572,338.000000,182.460346,0.046355,0.029271,0.001550,0.095755,8,"A,F,P,S",1,1,0,7,8,0,0,0.000000,0,0.000000,0.000000,0,7,771,23,378.142857,527,7.399124,0.631439,0.111111,4,2682,0.881657,7.402157,7.589840,outbound
encrypted_anomaly__run_001__0015,run_001,encrypted_anomaly,10.0.0.135:53171->10.0.1.186:53/udp,10.0.0.135,53171,10.0.1.186,53,udp,1726135207.575828,1726135207.685175,0.109347,3,148,27.435628,1353.491002,46,54,49.333333,3.399346,0.054673,0.044599,0.010075,0.099272,2,,0,0,0,0,0,0,3,17.333333,22,3.151425,3.277613,1,0,0,0,0.000000,0,0.000000,0.815727,0.000000,0,64,0.432432,3.662456,3.683542,outbound
encrypted_anomaly__run_001__0016,run_001,encrypted_anomaly,10.0.0.14:48942->10.0.1.53:443/tcp,10.0.0.14,48942,10.0.1.53,443,tcp,1726135208.151065,1726135208.418533,0.267468,7,1679,26.171357,6277.387026,40,557,239.857143,184.600285,0.044578,0.030499,0.015313,0.088307,6,"A,F,P,S",1,1,0,5,6,0,0,0.000000,0,0.000000,0.000000,0,5,771,23,274.800000,512,6.967315,0.684177,0.142857,4,1399,0.833234,6.986212,7.612437,outbound
encrypted_anomaly__run_001__0017,run_001,encrypted_anomaly,10.0.0.17:62238->10.0.1.53:443/tcp,10.0.0.17,62238,10.0.1.53,443,tcp,1726135208.603096,1726135209.114403,0.511307,13,5599,25.425038,10950.368346,40,634,430.692308,210.364294,0.042609,0.037008,0.001395,0.097233,12,"A,F,P,S",1,1,0,11,12,0,0,0.000000,0,0.000000,0.000000,0,11,771,23,456.727273,589,7.427669,0.868546,0.076923,4,5079,0.907126,7.433210,7.650191,outbound
encrypted_anomaly__run_001__0018,run_001,encrypted_anomaly,10.0.0.36:41035->10.0.1.53:443/tcp,10.0.0.36,41035,10.0.1.53,443,tcp,1726135208.890411,1726135209.266191,0.375780,9,2758,23.950177,7339.398651,40,515,306.444444,176.273217,0.046973,0.028665,0.007300,0.098314,8,"A,F,P,S",1,1,0,7,8,0,0,0.000000,0,0.000000,0.000000,0,7,771,23,337.571429,470,7.271750,0.610240,0.111111,4,2398,0.869471,7.279006,7.583623,outbound
encrypted_anomaly__run_001__0019,run_001,encrypted_anomaly,10.0.0.126:1234->10.0.1.30:443/tcp,10.0.0.126,1234,10.0.1.30,443,tcp,1726135209.383809,1726135209.947189,0.563380,16,5834,28.400014,10355.355123,40,621,364.625000,189.419797,0.037559,0.017320,0.002852,0.070982,15,"A,F,P,S",1,1,0,14,15,0,0,0.000000,0,0.000000,0.000000,0,14,771,23,366.000000,576,7.297904,0.461150,0.062500,4,5194,0.890298,7.305415,7.670047,outbound
encrypted_anomaly__run_001__0020,run_001,encrypted_anomaly,10.0.0.218:53550->10.0.1.30:443/tcp,10.0.0.218,53550,10.0.1.30,443,tcp,1726135209.579158,1726135210.204053,0.624895,13,4545,20.803500,7273.223561,40,638,349.615385,200.685187,0.052075,0.021159,0.014215,0.079095,12,"A,F,P,S",1,1,0,11,12,0,0,0.000000,0,0.000000,0.000000,0,11,771,23,360.909091,593,7.264649,0.406315,0.076923,4,4025,0.885589,7.278010,7.665642,outbound
encrypted_anomaly__run_001__0021,run_001,encrypted_anomaly,10.0.0.61:55941->10.0.1.53:443/tcp,10.0.0.61,55941,10.0.1.53,443,tcp,1726135210.294844,1726135210.830254,0.535410,12,4041,22.412723,7547.484636,40,598,336.750000,191.525075,0.048674,0.029583,0.006683,0.097480,11,"A,F,P,S",1,1,0,10,11,0,0,0.000000,0,0.000000,0.000000,0,10,771,23,351.100000,553,7.256456,0.607776,0.083333,4,3561,0.881218,7.260929,7.671156,outbound
encrypted_anomaly__run_001__0022,run_001,encrypted_anomaly,10.0.0.186:63781->10.0.1.133:53/udp,10.0.0.186,63781,10.0.1.133,53,udp,1726135210.924526,1726135211.033798,0.109272,4,168,36.605900,1537.447792,38,48,42.000000,3.674235,0.036424,0.021539,0.020224,0.066864,3,,0,0,0,0,0,0,4,10.000000,16,2.478513,3.085055,28,0,0,0,0.000000,0,0.000000,0.591346,0.000000,0,56,0.333333,3.173072,3.684184,outbound
encrypted_anomaly__run_001__0023,run_001,encrypted_anomaly,10.0.0.127:23133->10.0.1.53:443/tcp,10.0.0.127,23133,10.0.1.53,443,tcp,1726135211.295695,1726135211.748353,0.452658,12,3988,26.510084,8810.184612,40,568,332.333333,188.445542,0.041151,0.030287,0.002440,0.084948,11,"A,F,P,S",1,1,0,10,11,0,0,0.000000,0,0.000000,0.000000,0,10,771,23,345.800000,523,7.256090,0.735991,0.083333,4,3508,0.879639,7.262971,7.631866,outbound
encrypted_anomaly__run_001__0024,run_001,encrypted_anomaly,10.0.0.184:44258->10.0.1.53:443/tcp,10.0.0.184,44258,10.0.1.53,443,tcp,1726135211.423467,1726135211.762697,0.339230,10,3529,29.478520,10402.969578,40,568,352.900000,181.015718,0.037692,0.021810,0.008942,0.086496,9,"A,F,P,S",1,1,0,8,9,0,0,0.000000,0,0.000000,0.000000,0,8,771,23,386.125000,523,7.412017,0.578640,0.100000,4,3129,0.886653,7.419199,7.605017,outbound
encrypted_anomaly__run_001__0025,run_001,encrypted_anomaly,10.0.0.148:13366->10.0.1.53:443/tcp,10.0.0.148,13366,10.0.1.53,443,tcp,1726135211.632846,1726135212.449206,0.816360,16,5675,19.599197,6951.590012,40,553,354.687500,153.913011,0.054424,0.029375,0.009227,0.095346,15,"A,F,P,S",1,1,0,14,15,0,0,0.000000,0,0.000000,0.000000,0,14,771,23,354.642857,508,7.353567,0.539750,0.062500,4,5035,0.887225,7.362069,7.607867,outbound
encrypted_anomaly__run_001__0026,run_001,encrypted_anomaly,10.0.0.165:1366->10.0.1.61:53/udp,10.0.0.165,1366,10.0.1.61,53,udp,1726135214.725475,1726135214.827765,0.102290,3,121,29.328404,1182.912313,39,42,40.333333,1.247219,0.051145,0.017902,0.033243,0.069047,2,,0,0,0,0,0,0,3,8.333333,10,2.326399,2.405639,1,0,0,0,0.000000,0,0.000000,0.350025,0.000000,0,37,0.305785,2.895323,2.985228,outbound
encrypted_anomaly__run_001__0027,run_001,encrypted_anomaly,10.0.0.155:6437->10.0.1.53:53/udp,10.0.0.155,6437,10.0.1.53,53,udp,1726135215.291379,1726135215.591634,0.300255,5,232,16.652509,772.676403,40,52,46.400000,4.223742,0.075064,0.010686,0.059522,0.086637,4,,0,0,0,0,0,0,5,14.400000,20,2.946847,3.452820,1,0,0,0,0.000000,0,0.000000,0.142363,0.000000,0,92,0.396552,3.467518,3.938722,outbound
encrypted_anomaly__run_001__0028,run_001,encrypted_anomaly,10.0.0.243:12488->10.0.1.191:53/udp,10.0.0.243,12488,10.0.1.191,53,udp,1726135220.216488,1726135220.465731,0.249243,5,238,20.060742,954.891331,42,53,47.600000,4.923413,0.062311,0.017626,0.031792,0.073233,4,,0,0,0,0,0,0,5,15.600000,21,2.997583,3.410417,28,0,0,0,0.000000,0,0.000000,0.282879,0.000000,0,98,0.411765,3.547597,3.913270,outbound
encrypted_anomaly__run_001__0029,run_001,encrypted_anomaly,10.0.0.67:34821->10.0.1.221:53/udp,10.0.0.67,34821,10.0.1.221,53,udp,1726135221.144367,1726135221.149036,0.004669,2,105,428.361742,22488.991472,49,56,52.500000,3.500000,0.004669,0.000000,0.004669,0.004669,1,,0,0,0,0,0,0,2,20.500000,24,3.188626,3.284184,28,0,0,0,0.000000,0,0.000000,0.000000,0.000000,0,49,0.466667,3.757283,3.824863,outbound
